"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
47,54,0.569476082004556,0.254677446184486,0.184907333726472,0.224390611396302,0.38366746992908,0.531994177994987,0.714627642191878,1.04254203036874,1.16646795847423
48,55,0.548696844993141,0.274348422496571,0.149501422994009,0.18742364838818,0.347780550329231,0.503712036879409,0.700881685202109,1.06360171850929,1.20264376814024
49,56,0.675675675675676,0.337837837837838,0.184098880680122,0.230797026478012,0.428263549307448,0.620280531900489,0.863078967081652,1.30973927836701,1.48095828880782
50,57,0.618556701030928,0.357123877849253,0.127561262452701,0.16859617467298,0.356144209868148,0.551352642004858,0.808330321709806,1.29810177770556,1.48962632324205
51,58,1.00755667506297,0.503778337531486,0.274525283029301,0.344160805226658,0.638619700730502,0.924952329685364,1.28700944209657,1.95306209771605,2.20838112587968
52,59,1.17302052785924,0.586510263929619,0.319608613966664,0.400679881744818,0.74349566331381,1.07685065948707,1.49836583141448,2.27379956830872,2.5710478210388
53,60,1.30293159609121,0.651465798045603,0.355005007695871,0.445054852361508,0.82583720257332,1.19611099311104,1.66430862707602,2.52562101887059,2.8557892735317
54,61,0.977198697068404,0.564185930804194,0.201521864135375,0.266349005590864,0.562638246860104,0.871029418150997,1.27700392843406,2.05074710810162,2.35331845854201
55,62,0.662251655629139,0.468282636547382,0.08020174786224,0.11766937440353,0.318304226196946,0.555744036429358,0.891600837380694,1.57081606569224,1.84491503011222
56,63,0.727272727272727,0.51425947722658,0.0880761012887145,0.129222367526786,0.349555913859919,0.610307996369695,0.979139828687162,1.72504164305112,2.0260521421596
57,64,0.881057268722467,0.623001569327355,0.106700122706592,0.156546921012626,0.423470820755408,0.739359907496326,1.18618261184568,2.08980815788131,2.4544684541581
58,65,1.12359550561798,0.7945020013332,0.136072628395486,0.199641298145316,0.540044248940886,0.942891567425091,1.51271602746612,2.66509242606212,3.13013673648253
59,66,0.666666666666667,0.666666666666667,0.0168785386561933,0.0341955295917004,0.191788048301187,0.462098120373297,0.924196240746594,1.99715484903599,2.45925296940929
60,67,0.8,0.8,0.0202542463874319,0.0410346355100404,0.230145657961425,0.554517744447956,1.10903548889591,2.39658581884319,2.95110356329115
61,68,1.03092783505155,1.03092783505155,0.0261008329734947,0.0528796849356191,0.296579456135857,0.714584722226748,1.4291694444535,3.08838378716906,3.80296850939581
62,69,1.61290322580645,1.61290322580645,0.0408351741682095,0.0827311199799202,0.464003342664163,1.11797932348378,2.23595864696757,4.83182624766773,5.94980557115151
63,70,2.5,2.5,0.0632945199607247,0.128233235968876,0.719205181129452,1.73286795139986,3.46573590279973,7.48933068388498,9.22219863528484
64,71,3.33333333333333,3.33333333333333,0.0843926932809662,0.170977647958502,0.958940241505936,2.31049060186648,4.62098120373297,9.98577424517997,12.2962648470465
65,72,4,4,0.10127123193716,0.205173177550202,1.15072828980712,2.77258872223978,5.54517744447956,11.982929094216,14.7555178164557
66,73,4.54545454545455,4.54545454545455,0.115080945383136,0.23315133812523,1.30764578387173,3.15066900254521,6.30133800509041,13.6169648797909,16.7676338823361
67,74,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
68,75,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
69,76,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
70,77,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
71,78,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
72,79,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
73,80,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
74,81,5,5,0.126589039921449,0.256466471937753,1.4384103622589,3.46573590279973,6.93147180559945,14.97866136777,18.4443972705697
